cdmTableName,cdmFieldName,isRequired,cdmDatatype,userGuidance,etlConventions,isPrimaryKey,isForeignKey,fkTableName,fkFieldName,fkDomain,fkClass,unique DQ identifiers
condition_occurrence,condition_status_source_value,No,varchar(50),이 필드는 condition 상태를 나타내는 source 데이터의 원래 값을 그대로 담는다.,This information may be called something different in the source data but the field is meant to contain a value indicating when and how a diagnosis was given to a patient. This source value is mapped to a standard concept which is stored in the CONDITION_STATUS_CONCEPT_ID field.,No,No,NA,NA,NA,NA,NA
drug_exposure,drug_exposure_id,Yes,integer,한 사람의 약물 조제 또는 투여 레코드에 부여되는 고유 키이다. 동일한 visit 중 중복된 약물을 어떻게 처리했는지는 ETL을 참조한다.,"Each instance of a drug dispensing or administration present in the source data should be assigned this unique key. In some cases, a person can have multiple records of the same drug within the same visit. It is valid to keep these duplicates and assign them individual, unique, DRUG_EXPOSURE_IDs, though it is up to the ETL how they should be handled.",Yes,No,NA,NA,NA,NA,NA
drug_exposure,person_id,Yes,integer,약물 조제 또는 투여가 기록된 PERSON의 PERSON_ID이다. 이는 시스템에서 생성된 코드일 수 있다.,NA,No,Yes,PERSON,PERSON_ID,NA,NA,NA
drug_exposure,drug_concept_id,Yes,integer,"DRUG_CONCEPT_ID 필드는 분석에서 우선적으로 사용하도록 권장되며, 네트워크 연구에서는 반드시 사용해야 한다. 이는 약물 제품 또는 그 밖의 방식으로 체내에 투입된 분자를 나타내는 source concept id로부터 매핑된 표준 개념이다. drug 개념은 약물 강도(strength) 및 용량(dose)에 대한 정보를 다양한 수준으로 포함할 수 있다. 이 정보는 후속 필드의 수량 및 투여 정보와, 표준 vocabulary 다운로드의 일부로 제공되는 DRUG_STRENGTH 테이블의 강도 정보의 맥락에서 관련이 있다.","The CONCEPT_ID that the DRUG_SOURCE_VALUE maps to. The concept id should be derived either from mapping from the source concept id or by picking the drug concept representing the most amount of detail you have. Records whose source values map to standard concepts with a domain of Drug should go in this table. When the Drug Source Value of the code cannot be translated into Standard Drug Concept IDs, a Drug exposure entry is stored with only the corresponding SOURCE_CONCEPT_ID and DRUG_SOURCE_VALUE and a DRUG_CONCEPT_ID of 0. The Drug Concept with the most detailed content of information is preferred during the mapping process. These are indicated in the CONCEPT_CLASS_ID field of the Concept and are recorded in the following order of precedence: ÒMarketed ProductÓ, ÒBranded PackÓ, ÒClinical PackÓ, ÒBranded DrugÓ, ÒClinical DrugÓ, ÒBranded Drug ComponentÓ, ÒClinical Drug ComponentÓ, ÒBranded Drug FormÓ, ÒClinical Drug FormÓ, and only if no other information is available ÒIngredientÓ. Note: If only the drug class is known, the DRUG_CONCEPT_ID field should contain 0. [Accepted Concepts](https://athena.ohdsi.org/search-terms/terms?domain=Drug&standardConcept=Standard&page=1&pageSize=15&query=).",No,Yes,CONCEPT,CONCEPT_ID,Drug,NA,NA
drug_exposure,drug_exposure_start_date,Yes,date,이 날짜를 사용하여 약물 기록의 시작일을 판단한다.,"Valid entries include a start date of a prescription, the date a prescription was filled, or the date on which a Drug administration was recorded. It is a valid ETL choice to use the date the drug was ordered as the DRUG_EXPOSURE_START_DATE.",No,No,NA,NA,NA,NA,NA
drug_exposure,drug_exposure_start_datetime,No,datetime,NA,"This is not required, though it is in v6. If a source does not specify datetime the convention is to set the time to midnight (00:00:0000)",No,No,NA,NA,NA,NA,NA
drug_exposure,drug_exposure_end_date,Yes,date,DRUG_EXPOSURE_END_DATE는 환자의 약물 노출이 종료된 날짜를 나타낸다.,"If this information is not explicitly available in the data, infer the end date using the following methods:<br><br> 1. Start first with duration or days supply using the calculation drug start date + days supply -1 day. 2. Use quantity divided by daily dose that you may obtain from the sig or a source field (or assumed daily dose of 1) for solid, indivisibile, drug products. If quantity represents ingredient amount, quantity divided by daily dose * concentration (from drug_strength) drug concept id tells you the dose form. 3. If it is an administration record, set drug end date equal to drug start date. If the record is a written prescription then set end date to start date + 29. If the record is a mail-order prescription set end date to start date + 89. The end date must be equal to or greater than the start date. Ibuprofen 20mg/mL oral solution concept tells us this is oral solution. Calculate duration as quantity (200 example) * daily dose (5mL) /concentration (20mg/mL) 200*5/20 = 50 days. [Examples by dose form](https://ohdsi.github.io/CommonDataModel/drug_dose.html)<br><br>For detailed conventions for how to populate this field, please see the [THEMIS repository](https://ohdsi.github.io/Themis/tag_drug_exposure.html).",No,No,NA,NA,NA,NA,NA
drug_exposure,drug_exposure_end_datetime,No,datetime,NA,"This is not required, though it is in v6. If a source does not specify datetime the convention is to set the time to midnight (00:00:0000)",No,No,NA,NA,NA,NA,NA
drug_exposure,verbatim_end_date,No,date,이는 source 데이터에 약물 노출 종료일이 제공된 경우 해당 데이터에 나타난 그대로의 종료일이다,Put the end date or discontinuation date as it appears from the source data or leave blank if unavailable.,No,No,NA,NA,NA,NA,NA
drug_exposure,drug_type_concept_id,Yes,integer,"TYPE_CONCEPT_ID를 사용하여 작성된 처방, 조제된 처방, 약물 이력, 환자가 보고한 노출 등을 구분할 수 있다.","Choose the drug_type_concept_id that best represents the provenance of the record, for example whether it came from a record of a prescription written or physician administered drug. [Accepted Concepts](https://athena.ohdsi.org/search-terms/terms?domain=Type+Concept&standardConcept=Standard&page=1&pageSize=15&query=). A more detailed explanation of each Type Concept can be found on the [vocabulary wiki](https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-TYPE_CONCEPT).",No,Yes,CONCEPT,CONCEPT_ID,Type Concept,NA,NA
drug_exposure,stop_reason,No,varchar(20),"source에 표현된 그대로, 환자가 약물 복용을 중단한 이유이다. 이유에는 처방 요법 완료, 변경, 제거 등이 포함된다. 이 필드는 v6.0에서 폐기될 예정이다.",This information is often not populated in source data and it is a valid etl choice to leave it blank if the information does not exist.,No,No,NA,NA,NA,NA,NA
drug_exposure,refills,No,integer,"이 필드는 기록이 작성된 처방에서 비롯된 경우에만 채워지며, 처방 시점에서 의도한 리필(refill) 횟수를 나타내기 위한 것이다.",NA,No,No,NA,NA,NA,NA,NA
drug_exposure,quantity,No,float,NA,"To find the dose form of a drug the RELATIONSHIP table can be used where the relationship_id is 'Has dose form'. If liquid, quantity stands for the total amount dispensed or ordered of ingredient in the units given by the drug_strength table. If the unit from the source data does not align with the unit in the DRUG_STRENGTH table the quantity should be converted to the correct unit given in DRUG_STRENGTH. For clinical drugs with fixed dose forms (tablets etc.) the quantity is the number of units/tablets/capsules prescribed or dispensed (can be partial, but then only 1/2 or 1/3, not 0.01). Clinical drugs with divisible dose forms (injections) the quantity is the amount of ingredient the patient got. For example, if the injection is 2mg/mL but the patient got 80mL then quantity is reported as 160.
Quantified clinical drugs with divisible dose forms (prefilled syringes), the quantity is the amount of ingredient similar to clinical drugs. Please see [how to calculate drug dose](https://ohdsi.github.io/CommonDataModel/drug_dose.html) for more information.
",No,No,NA,NA,NA,NA,NA
drug_exposure,days_supply,No,integer,"원래의 처방 또는 조제 기록에 기록된 약물의 공급 일수(days supply)이다. 공급 일수는 실제 약물 사용 기간과 다를 수 있다(즉, 처방된 공급 일수 대 실제 노출 기간).","The field should be left empty if the source data does not contain a verbatim days_supply, and should not be calculated from other fields.<br><br>Negative values are not allowed. If the source has negative days supply the record should be dropped as it is unknown if the patient actually took the drug. Several actions are possible: 1) record is not trustworthy and we remove the record entirely. 2) we trust the record and leave days_supply empty or 3) record needs to be combined with other record (e.g. reversal of prescription). High values (>365 days) should be investigated. If considered an error in the source data (e.g. typo), the value needs to be excluded to prevent creation of unrealistic long eras.",No,No,NA,NA,NA,NA,NA
drug_exposure,sig,No,varchar(MAX),이는 provider가 작성한 약물에 대한 그대로의 지시 사항이다.,"Put the written out instructions for the drug as it is verbatim in the source, if available.",No,No,NA,NA,NA,NA,NA
drug_exposure,route_concept_id,No,integer,NA,The standard CONCEPT_ID that the ROUTE_SOURCE_VALUE maps to in the route domain.,No,Yes,CONCEPT,CONCEPT_ID,Route,NA,NA
drug_exposure,lot_number,No,varchar(50),NA,NA,No,No,NA,NA,NA,NA,NA
drug_exposure,provider_id,No,integer,"약물 기록과 연관된 Provider, 예를 들어 처방을 작성한 provider 또는 약물을 투여한 provider이다.","The ETL may need to make a choice as to which PROVIDER_ID to put here. Based on what is available this may or may not be different than the provider associated with the overall VISIT_OCCURRENCE record, for example the ordering vs administering physician on an EHR record.",No,Yes,PROVIDER,PROVIDER_ID,NA,NA,NA
drug_exposure,visit_occurrence_id,No,integer,"약물이 처방, 투여 또는 조제된 Visit이다.",To populate this field drug exposures must be explicitly initiated in the visit.,No,Yes,VISIT_OCCURRENCE,VISIT_OCCURRENCE_ID,NA,NA,NA
drug_exposure,visit_detail_id,No,integer,"약물 노출이 발생한 VISIT_DETAIL 기록이다. 예를 들어, 약물 투여 시점에 환자가 ICU에 있었다면 VISIT_OCCURRENCE 기록은 전체 입원 기간을 반영하고 VISIT_DETAIL 기록은 해당 입원 중 ICU 체류를 반영한다.",Same rules apply as for the VISIT_OCCURRENCE_ID.,No,Yes,VISIT_DETAIL,VISIT_DETAIL_ID,NA,NA,NA
drug_exposure,drug_source_value,No,varchar(50),"이 필드는 발생한 약물 노출을 나타내는 source 데이터의 그대로의 값을 담는다. 예를 들어, 이는 NDC 또는 Gemscript 코드일 수 있다.",This code is mapped to a Standard Drug Concept in the Standardized Vocabularies and the original code is stored here for reference.,No,No,NA,NA,NA,NA,NA
drug_exposure,drug_source_concept_id,No,integer,"이는 drug source value를 나타내는 개념이며 반드시 표준 개념이 아닐 수도 있다. 이 필드는 OHDSI 커뮤니티 전반에서 사용되는 Standard Concept를 포함하도록 요구되지 않기 때문에 분석에서의 사용을 권장하지 않으며, 특정 분석 사용 사례에 필요한 Drug의 source 세부 정보를 Standard Concept가 적절히 나타내지 못하는 경우에만 사용해야 한다. 네트워크 전반에서 일관성을 가질 수 있는 표준화된 분석을 위해서는 대신 DRUG_CONCEPT_ID 사용을 고려한다.",If the DRUG_SOURCE_VALUE is coded in the source data using an OMOP supported vocabulary put the concept id representing the source value here.,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
drug_exposure,route_source_value,No,varchar(50),이 필드는 약물 투여 경로를 나타내는 source 데이터의 그대로의 값을 담는다.,This information may be called something different in the source data but the field is meant to contain a value indicating when and how a drug was given to a patient. This source value is mapped to a standard concept which is stored in the ROUTE_CONCEPT_ID field.,No,No,NA,NA,NA,NA,NA
drug_exposure,dose_unit_source_value,No,varchar(50),이 필드는 투여된 약물의 용량 단위를 나타내는 source 데이터의 그대로의 값을 담는다.,This information may be called something different in the source data but the field is meant to contain a value indicating the unit of dosage of drug given to the patient. This is an older column and will be deprecated in an upcoming version.,No,No,NA,NA,NA,NA,NA
procedure_occurrence,procedure_occurrence_id,Yes,integer,한 person에 대한 procedure 기록에 부여된 고유 키이다. 동일한 visit 중에 발생한 중복 procedure가 어떻게 처리되었는지는 ETL을 참조한다.,"Each instance of a procedure occurrence in the source data should be assigned this unique key. In some cases, a person can have multiple records of the same procedure within the same visit. It is valid to keep these duplicates and assign them individual, unique, PROCEDURE_OCCURRENCE_IDs, though it is up to the ETL how they should be handled.",Yes,No,NA,NA,NA,NA,NA
procedure_occurrence,person_id,Yes,integer,procedure가 기록된 PERSON의 PERSON_ID이다. 이는 시스템에서 생성된 코드일 수 있다.,NA,No,Yes,PERSON,PERSON_ID,NA,NA,NA
procedure_occurrence,procedure_concept_id,Yes,integer,"PROCEDURE_CONCEPT_ID 필드는 분석에서 우선적으로 사용하도록 권장되며, 네트워크 연구에서는 반드시 사용해야 한다. 이는 procedure를 나타내는 source value로부터 매핑된 표준 개념이다","The CONCEPT_ID that the PROCEDURE_SOURCE_VALUE maps to. Only records whose source values map to standard concepts with a domain of ""Procedure"" should go in this table. [Accepted Concepts](https://athena.ohdsi.org/search-terms/terms?domain=Procedure&standardConcept=Standard&page=1&pageSize=15&query=).",No,Yes,CONCEPT,CONCEPT_ID,Procedure,NA,NA
procedure_occurrence,procedure_date,Yes,date,이 날짜를 사용하여 procedure가 발생한 날짜를 판단한다.,"If a procedure lasts more than a day, then it should be recorded as a separate record for each day the procedure occurred, this logic is in lieu of the procedure_end_date, which will be added in a future version of the CDM.",No,No,NA,NA,NA,NA,NA
procedure_occurrence,procedure_datetime,No,datetime,NA,"This is not required, though it is in v6. If a source does not specify datetime the convention is to set the time to midnight (00:00:0000)",No,No,NA,NA,NA,NA,NA
procedure_occurrence,procedure_type_concept_id,Yes,integer,"이 필드는 해당 절차(Procedure) 기록이 EHR 시스템, 보험 청구, 레지스트리 또는 기타 출처 중 어디에서 유래했는지와 같이 Procedure 기록의 출처(provenance)를 파악하는 데 사용할 수 있다.","Choose the PROCEDURE_TYPE_CONCEPT_ID that best represents the provenance of the record, for example whether it came from an EHR record or billing claim. If a procedure is recorded as an EHR encounter, the PROCEDURE_TYPE_CONCEPT would be 'EHR encounter record'. [Accepted Concepts](https://athena.ohdsi.org/search-terms/terms?domain=Type+Concept&standardConcept=Standard&page=1&pageSize=15&query=). A more detailed explanation of each Type Concept can be found on the [vocabulary wiki](https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-TYPE_CONCEPT).",No,Yes,CONCEPT,CONCEPT_ID,Type Concept,NA,NA
procedure_occurrence,modifier_concept_id,No,integer,"modifier는 해당 절차에 대한 추가 정보를 제공하기 위한 것이나, 현재로서는 해당 vocabulary가 검토 중이다.","It is up to the ETL to choose how to map modifiers if they exist in source data. These concepts are typically distinguished by 'Modifier' concept classes (e.g., 'CPT4 Modifier' as part of the 'CPT4' vocabulary). If there is more than one modifier on a record, one should be chosen that pertains to the procedure rather than provider. [Accepted Concepts](https://athena.ohdsi.org/search-terms/terms?conceptClass=CPT4+Modifier&conceptClass=HCPCS+Modifier&vocabulary=CPT4&vocabulary=HCPCS&standardConcept=Standard&page=1&pageSize=15&query=).",No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
procedure_occurrence,quantity,No,integer,"quantity 값이 생략된 경우, 단일 절차로 간주한다.","If a Procedure has a quantity of '0' in the source, this should default to '1' in the ETL. If there is a record in the source it can be assumed the exposure occurred at least once",No,No,NA,NA,NA,NA,NA
procedure_occurrence,provider_id,No,integer,"해당 절차 기록과 연관된 provider, 예를 들어 해당 Procedure를 수행한 provider이다.","The ETL may need to make a choice as to which PROVIDER_ID to put here. Based on what is available this may or may not be different than the provider associated with the overall VISIT_OCCURRENCE record, for example the admitting vs attending physician on an EHR record.",No,No,PROVIDER,PROVIDER_ID,NA,NA,NA
procedure_occurrence,visit_occurrence_id,No,integer,해당 절차가 발생한 visit이다.,"Depending on the structure of the source data, this may have to be determined based on dates. If a PROCEDURE_DATE occurs within the start and end date of a Visit it is a valid ETL choice to choose the VISIT_OCCURRENCE_ID from the Visit that subsumes it, even if not explicitly stated in the data. While not required, an attempt should be made to locate the VISIT_OCCURRENCE_ID of the PROCEDURE_OCCURRENCE record.",No,No,VISIT_OCCURRENCE,VISIT_OCCURRENCE_ID,NA,NA,NA
procedure_occurrence,visit_detail_id,No,integer,"해당 Procedure가 발생한 VISIT_DETAIL 기록이다. 예를 들어, Procedure 시점에 Person이 ICU에 있었다면 VISIT_OCCURRENCE 기록은 전체 입원 기간을 반영하고 VISIT_DETAIL 기록은 해당 입원 visit 중 ICU 체류 기간을 반영한다.",Same rules apply as for the VISIT_OCCURRENCE_ID.,No,No,VISIT_DETAIL,VISIT_DETAIL_ID,NA,NA,NA
procedure_occurrence,procedure_source_value,No,varchar(50),"이 필드는 발생한 절차를 나타내는 원천 데이터의 원문 그대로의 값을 담는다. 예를 들어, CPT4 또는 OPCS4 코드일 수 있다.",Use this value to look up the source concept id and then map the source concept id to a standard concept id.,No,No,NA,NA,NA,NA,NA
procedure_occurrence,procedure_source_concept_id,No,integer,"이는 procedure source value를 나타내는 concept이며 반드시 standard일 필요는 없다. 이 필드는 OHDSI 커뮤니티 전반에서 사용되는 Standard Concept를 포함할 것이 요구되지 않으므로 분석에서의 사용이 권장되지 않으며, 특정 분석 활용 사례에 필요한 Procedure의 원천 세부 정보를 Standard Concept가 충분히 표현하지 못하는 경우에만 사용해야 한다. 네트워크 전반에서 일관성을 가질 수 있는 표준화된 분석을 가능하게 하려면 대신 PROCEDURE_CONCEPT_ID 사용을 고려한다.",If the PROCEDURE_SOURCE_VALUE is coded in the source data using an OMOP supported vocabulary put the concept id representing the source value here.,No,No,CONCEPT,CONCEPT_ID,NA,NA,NA
procedure_occurrence,modifier_source_value,No,varchar(50),이 필드는 발생한 절차에 대한 modifier 코드를 나타내는 원천 데이터의 원문 그대로의 값을 담는다.,The value stored here is mapped to a MODIFIER_CONCEPT_ID.,No,No,NA,NA,NA,NA,NA
device_exposure,device_exposure_id,Yes,integer,사람이 외래 물리적 객체 또는 기구에 노출된 것을 기록하는 데 부여된 고유 키이다.,Each instance of an exposure to a foreign object or device present in the source data should be assigned this unique key.,Yes,No,NA,NA,NA,NA,NA
device_exposure,person_id,Yes,integer,NA,NA,No,Yes,PERSON,PERSON_ID,NA,NA,NA
device_exposure,device_concept_id,Yes,integer,"DEVICE_CONCEPT_ID 필드는 분석에서 주요 사용이 권장되며, 네트워크 연구에서는 반드시 사용해야 한다. 이는 사람이 노출된 외래 물체 또는 기구를 나타내는 source concept id로부터 매핑된 standard concept이다.",The CONCEPT_ID that the DEVICE_SOURCE_VALUE maps to.,No,Yes,CONCEPT,CONCEPT_ID,Device,NA,NA
device_exposure,device_exposure_start_date,Yes,date,이 날짜를 사용하여 device 기록의 시작일을 파악한다.,"Valid entries include a start date of a procedure to implant a device, the date of a prescription for a device, or the date of device administration.",No,No,NA,NA,NA,NA,NA
device_exposure,device_exposure_start_datetime,No,datetime,NA,"This is not required, though it is in v6. If a source does not specify datetime the convention is to set the time to midnight (00:00:0000)",No,No,NA,NA,NA,NA,NA
device_exposure,device_exposure_end_date,No,date,"DEVICE_EXPOSURE_END_DATE는 주어진 경우, 환자에 대한 device 노출이 종료된 날을 나타낸다.",Put the end date or discontinuation date as it appears from the source data or leave blank if unavailable.,No,No,NA,NA,NA,NA,NA
device_exposure,device_exposure_end_datetime,No,datetime,NA,If a source does not specify datetime the convention is to set the time to midnight (00:00:0000),No,No,NA,NA,NA,NA,NA
device_exposure,device_type_concept_id,Yes,integer,TYPE_CONCEPT_ID를 사용하여 해당 기록이 administrative claims에서 온 것인지 EHR에서 온 것인지와 같이 기록의 출처(provenance)를 나타낼 수 있다.,"Choose the drug_type_concept_id that best represents the provenance of the record, for example whether it came from a record of a prescription written or physician administered drug. [Accepted Concepts](https://athena.ohdsi.org/search-terms/terms?domain=Type+Concept&standardConcept=Standard&page=1&pageSize=15&query=). A more detailed explanation of each Type Concept can be found on the [vocabulary wiki](https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-TYPE_CONCEPT).",No,Yes,CONCEPT,CONCEPT_ID,Type Concept,NA,NA
device_exposure,unique_device_id,No,varchar(50),"이는 주어진 경우, FDA가 규제하는 device에 대한 Unique Device Identification 번호이다.","For medical devices that are regulated by the FDA, a Unique Device Identification (UDI) is provided if available in the data source and is recorded in the UNIQUE_DEVICE_ID field.",No,No,NA,NA,NA,NA,NA
device_exposure,quantity,No,integer,NA,"If there is a record of device exposure in the source but no quantity value, then set to 1.",No,No,NA,NA,NA,NA,NA
device_exposure,provider_id,No,integer,"device 기록과 연관된 Provider, 예를 들어 처방을 작성한 provider 또는 device를 이식한 provider이다.",The ETL may need to make a choice as to which PROVIDER_ID to put here. Based on what is available this may or may not be different than the provider associated with the overall VISIT_OCCURRENCE record.,No,Yes,PROVIDER,PROVIDER_ID,NA,NA,NA
device_exposure,visit_occurrence_id,No,integer,device가 처방되거나 제공된 Visit이다.,To populate this field device exposures must be explicitly initiated in the visit.,No,Yes,VISIT_OCCURRENCE,VISIT_OCCURRENCE_ID,NA,NA,NA
device_exposure,visit_detail_id,No,integer,device가 처방되거나 제공된 Visit Detail이다.,To populate this field device exposures must be explicitly initiated in the visit detail record.,No,Yes,VISIT_DETAIL,VISIT_DETAIL_ID,NA,NA,NA
device_exposure,device_source_value,No,varchar(50),"이 필드는 발생한 device 노출을 나타내는 원천 데이터의 원문 그대로의 값을 담는다. 예를 들어, NDC 또는 Gemscript 코드일 수 있다.",This code is mapped to a Standard Device Concept in the Standardized Vocabularies and the original code is stored here for reference.,No,No,NA,NA,NA,NA,NA
device_exposure,device_source_concept_id,No,integer,"이는 device source value를 나타내는 concept이며 반드시 standard일 필요는 없다. 이 필드는 OHDSI 커뮤니티 전반에서 사용되는 Standard Concept를 포함할 것이 요구되지 않으므로 분석에서의 사용이 권장되지 않으며, 특정 분석 활용 사례에 필요한 Device의 원천 세부 정보를 Standard Concept가 충분히 표현하지 못하는 경우에만 사용해야 한다. 네트워크 전반에서 일관성을 가질 수 있는 표준화된 분석을 가능하게 하려면 대신 DEVICE_CONCEPT_ID 사용을 고려한다.",If the DEVICE_SOURCE_VALUE is coded in the source data using an OMOP supported vocabulary put the concept id representing the source value here.,No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
measurement,measurement_id,Yes,integer,Person에 대한 Measurement 레코드에 부여된 고유 키. 동일한 Visit 중 발생한 중복 Measurement를 어떻게 처리했는지는 ETL을 참조한다.,"Each instance of a measurement present in the source data should be assigned this unique key. In some cases, a person can have multiple records of the same measurement within the same visit. It is valid to keep these duplicates and assign them individual, unique, MEASUREMENT_IDs, though it is up to the ETL how they should be handled.",Yes,No,NA,NA,NA,NA,NA
measurement,person_id,Yes,integer,Measurement가 기록된 Person의 PERSON_ID. 시스템에서 생성된 코드일 수 있다.,NA,No,Yes,PERSON,PERSON_ID,NA,NA,NA
measurement,measurement_concept_id,Yes,integer,"MEASUREMENT_CONCEPT_ID 필드는 분석에서 우선적으로 사용하도록 권장되며, 네트워크 연구에서는 반드시 사용해야 한다. 이는 측정값을 나타내는 source value로부터 매핑된 standard concept이다.",The CONCEPT_ID that the MEASUREMENT_SOURCE_VALUE maps to. Only records whose source values map to concepts with a domain of ÒMeasurementÓ should go in this table.,No,Yes,CONCEPT,CONCEPT_ID,Measurement,NA,NA
measurement,measurement_date,Yes,date,측정 날짜를 확인하려면 이 날짜를 사용한다.,"If there are multiple dates in the source data associated with a record such as order_date, draw_date, and result_date, choose the one that is closest to the date the sample was drawn from the patient.",No,No,NA,NA,NA,NA,NA
measurement,measurement_datetime,No,datetime,NA,"This is not required, though it is in v6. If a source does not specify datetime the convention is to set the time to midnight (00:00:0000)",No,No,NA,NA,NA,NA,NA
measurement,measurement_time,No,varchar(10),NA,This is present for backwards compatibility and will be deprecated in an upcoming version.,No,No,NA,NA,NA,NA,NA
measurement,measurement_type_concept_id,Yes,integer,"이 필드는 측정값이 EHR 시스템, 보험 청구, 레지스트리 또는 기타 출처에서 왔는지 등 Measurement 레코드의 출처(provenance)를 확인하는 데 사용할 수 있다.","Choose the MEASUREMENT_TYPE_CONCEPT_ID that best represents the provenance of the record, for example whether it came from an EHR record or billing claim. [Accepted Concepts](https://athena.ohdsi.org/search-terms/terms?domain=Type+Concept&standardConcept=Standard&page=1&pageSize=15&query=). A more detailed explanation of each Type Concept can be found on the [vocabulary wiki](https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-TYPE_CONCEPT).",No,Yes,CONCEPT,CONCEPT_ID,Type Concept,NA,NA
measurement,operator_concept_id,No,integer,"'='를 나타내는 Concept [4172703](https://athena.ohdsi.org/search-terms/terms/4172703)의 의미는 OPERATOR_CONCEPT_ID 값을 생략한 것과 동일하다. 이 필드의 사용은 드물기 때문에, 분석을 설계할 때 이 필드의 내용이 =와 다른 값을 가지는지 검사하는 것을 잊지 않는 것이 중요하다.","Operators are <, <=, =, >=, > and these concepts belong to the 'Meas Value Operator' domain. [Accepted Concepts](https://athena.ohdsi.org/search-terms/terms?domain=Meas+Value+Operator&standardConcept=Standard&page=1&pageSize=15&query=). Leave it NULL if there's an exact numeric value given (instead of putting '=') or there's no numeric value at all.",No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
measurement,value_as_number,No,float,"이는 Measurement 결과의 숫자 값이며, 사용 가능한 경우에 한한다. 혈압과 같은 측정값은 구성 요소별로 분할된다는 점에 유의한다. 즉, 수축기에 대한 레코드 하나, 이완기에 대한 레코드 하나로 나뉜다.",[Convention for negative values](https://ohdsi.github.io/Themis/negative_value_as_number.html),No,No,NA,NA,NA,NA,NA
measurement,value_as_concept_id,No,integer,원시 데이터가 측정값에 대해 범주형 결과를 제공하는 경우 해당 값을 수집하여 'Meas Value' 도메인의 standard concept에 매핑한다.,"If there is no categorial result in the source data, set VALUE_AS_CONCEPT_ID to NULL, if there is a categorial result in a source data but without mapping, set VALUE_AS_CONCEPT_ID to 0, else map to a CONCEPT_ID.",No,Yes,CONCEPT,CONCEPT_ID,NA,NA,NA
measurement,unit_concept_id,No,integer,"현재 Hemoglobin A1C와 같은 개별 측정값에 대해 규정된 단위는 없으며, 이는 이러한 측정값을 백분율로 표현하는 것이 의무가 아님을 의미한다. UNIT_SOURCE_VALUES는 source data에 제공된 단위를 가장 정확하게 반영하는 Unit 도메인 내 Standard Concept에 연결되어야 한다.","If the source data does not include units, set UNIT_CONCEPT_ID to NULL. If units are provided but not mapped, set UNIT_CONCEPT_ID to 0. Otherwise, map the units to a CONCEPT_ID. Remember that units are case-sensitive in vocabulary.",No,Yes,CONCEPT,CONCEPT_ID,Unit,NA,NA
measurement,range_low,No,float,"범위는 VALUE_AS_NUMBER와 동일한 단위를 가진다. 이러한 범위는 source에서 제공되며, 제공되지 않은 경우 NULL로 유지되어야 한다.",If reference ranges for upper and lower limit of normal as provided (typically by a laboratory) these are stored in the RANGE_HIGH and RANGE_LOW fields. This should be set to NULL if not provided.,No,No,NA,NA,NA,NA,NA
measurement,range_high,No,float,"범위는 VALUE_AS_NUMBER와 동일한 단위를 가진다. 이러한 범위는 source에서 제공되며, 제공되지 않은 경우 NULL로 유지되어야 한다.",If reference ranges for upper and lower limit of normal as provided (typically by a laboratory) these are stored in the RANGE_HIGH and RANGE_LOW fields. This should be set to NULL if not provided.,No,No,NA,NA,NA,NA,NA
measurement,provider_id,No,integer,"측정 레코드와 연관된 provider, 예를 들어 검사를 지시한 provider 또는 결과를 기록한 provider이다.",The ETL may need to make a choice as to which PROVIDER_ID to put here. Based on what is available this may or may not be different than the provider associated with the overall VISIT_OCCURRENCE record. For example the admitting vs attending physician on an EHR record.,No,Yes,PROVIDER,PROVIDER_ID,NA,NA,NA
measurement,visit_occurrence_id,No,integer,Measurement가 발생한 visit이다.,"Depending on the structure of the source data, this may have to be determined based on dates. If a MEASUREMENT_DATE occurs within the start and end date of a Visit it is a valid ETL choice to choose the VISIT_OCCURRENCE_ID from the visit that subsumes it, even if not explicitly stated in the data. While not required, an attempt should be made to locate the VISIT_OCCURRENCE_ID of the measurement record. If a measurement is related to a visit explicitly in the source data, it is possible that the result date of the Measurement falls outside of the bounds of the Visit dates.",No,Yes,VISIT_OCCURRENCE,VISIT_OCCURRENCE_ID,NA,NA,NA
measurement,visit_detail_id,No,integer,"Measurement가 발생한 VISIT_DETAIL 레코드이다. 예를 들어 Person이 측정 당시 ICU에 있었다면 VISIT_OCCURRENCE 레코드는 전체 입원 기간을 반영하고, VISIT_DETAIL 레코드는 해당 입원 visit 중 ICU 체류를 반영한다.",Same rules apply as for the VISIT_OCCURRENCE_ID.,No,Yes,VISIT_DETAIL,VISIT_DETAIL_ID,NA,NA,NA
measurement,measurement_source_value,No,varchar(50),"이 필드는 발생한 측정값을 나타내는, source data의 정확한 값을 담는다.",This value corresponds to a standardized CONCEPT_ID found in MEASUREMENT_CONCEPT_ID and in the 'Measurement' domain within the Standardized Vocabularies. The original code is retained here for reference purposes.,No,No,NA,NA,NA,NA,NA
